,제목,설명,저자,출판사,출판일,보유,대출,예약,카테고리
6098,제법 엄숙한 얼굴,"지하련과 임솔아가 함께 그려내는인간의 가장 진실한 표정외로움을 아는 사람의 쓸쓸하고도 아름다운 얼굴 하나‘소설, 잇다’의 두 번째 책 『제법 엄숙한 얼굴』이 작가정신에서 출간되었다. ‘소설, 잇다’ 시리즈는 근대 여성 작가와 현대 여...","지하련,임솔아 저",작가정신,2023-05-09,,,,
292,블랙 쇼맨과 환상의 여자,,히가시노 게이고 저/최고은 역,YES24,2023-05-08,2,2,0,문학
293,라이언 블루,,오승호(고 가쓰히로) 저/이연승 역,YES24,2023-05-08,1,1,0,문학
294,밤의 소리를 듣다,,우사미 마코토 저/이연승 역,YES24,2023-05-08,1,1,0,문학
295,표정없는 검사의 분투,,나카야마 시치리 저/문지원 역,YES24,2023-05-08,1,0,0,문학
296,톡투앤,,호모앤 외 5명 저,YES24,2023-05-08,1,0,0,문학
297,실패가 두려운 완벽주의자를 위한 심리학,,아티나 다닐로 저/김지아 역,YES24,2023-05-08,1,0,0,인문/사회
298,경기순환 알고 갑시다,,김영익 저 ,YES24,2023-05-08,1,1,0,비즈니스와경제
302,"약속하건대, 분명 좋아질 거예요",,나태주 저,YES24,2023-05-08,1,1,0,문학
303,감사를 보다,,유영주 저,YES24,2023-05-07,1,0,0,문학
5071,감사를 보다,"잠시 ‘쉼’을 찾고, 잠시 ‘행복’을 찾고 싶다면 이 책을 편하게 열어 보세요.일상의 삶을 들여다보며, 순간의 기쁨을 나의 언어로 엮었습니다. 혹시 ‘나도 해 볼까?’라고 결심하셨다면  당신을 응원하겠습니다....",유영주 저,퍼스트클래스,2023-05-07,,,,
304,천년의 독서,,미사고 요시아키 저/하진수 역,YES24,2023-05-05,1,0,0,인문/사회
305,지구 걱정에 잠 못 드는 이들에게,,로르 누알라 저/곽성혜 역,YES24,2023-05-05,1,0,0,인문/사회
306,해저도시 타코야키,,김청귤 저,YES24,2023-05-04,1,0,0,문학
307,암컷들,,루시 쿡 저/조은영 역,YES24,2023-05-04,2,2,1,자연과과학
308,금강경 마음공부,,페이융 저/허유영 역,YES24,2023-05-04,1,1,0,인문/사회
309,거대한 충격 이후의 세계,,서영민 저 ,YES24,2023-05-04,2,0,0,비즈니스와경제
310,"북튜버, 도서 인플루언서의 책으로 돈 버는 방법에 대한 이야기",,최서연 저,YES24,2023-05-04,1,0,0,비즈니스와경제
311,도망치는 게 뭐 어때서,,김수민 저,YES24,2023-05-03,2,0,0,문학
315,나는 왜 네 말을 흘려듣지 못할까,,미키 이치타로 저 ,YES24,2023-05-03,2,0,0,인문/사회
316,교육이 없는 나라,,이승섭 저,YES24,2023-05-03,1,0,0,인문/사회
317,AI 이후의 세계,,"헨리 A. 키신저,에릭 슈밋,대니얼 허튼로커,김대식 공저/김고명 역 ",YES24,2023-05-03,1,0,0,비즈니스와경제
318,시간 연금술사,,미야자키 신지 저/박수현 역 ,YES24,2023-05-03,1,0,0,자기관리
319,IT 트렌드 읽는 습관,,김지현 저 ,YES24,2023-05-03,1,0,0,비즈니스와경제
320,경찰 살해자,,"마이 셰발,페르 발뢰 공저/김명남 역",YES24,2023-05-03,5,0,0,문학
321,먼 북소리,,무라카미 하루키 저/윤성원 역,YES24,2023-05-02,1,1,0,문학
322,바람의 노래를 들어라,,무라카미 하루키 저/윤성원 역,YES24,2023-05-02,1,1,0,문학
323,밤의 거미원숭이,,무라카미 하루키 저/안자이 미즈마루 그림/김춘미 역,YES24,2023-05-02,1,0,0,문학
324,일본산고,,박경리 저,YES24,2023-05-02,2,0,0,문학
328,우리에게는 온기가 있기에,,연그림 저,YES24,2023-05-02,2,0,0,문학
329,이지성의 1만 킬로미터,,이지성 저,YES24,2023-05-02,1,1,0,문학
330,궁금하면 뭐든 물어봐! 챗GPT 문제 해결사,,이원 저,YES24,2023-05-02,1,0,0,인문/사회
5097,먼 북소리,멀리서 들려오는 북소리에 이끌려 나는 긴 여행을 떠났다.낡은 외투를 입고 모든 것을 뒤로한 채…1997년 10월에 출간되었던 하루키의 걸작 여행 에세이가 시대의 흐름에 맞추어 양장판으로 새롭게 개장하여 발간되었다. 하루키가 1986년...,무라카미 하루키 저/윤성원 역,문학사상,2023-05-02,,,,
331,파이썬 라이브러리를 활용한 데이터 분석 (3판),,웨스 맥키니 저/김영근 역,YES24,2023-05-01,1,0,0,컴퓨터와인터넷
332,전사들의 노래,,홍은전 저/비마이너 기획/훗한나 그림,YES24,2023-05-01,1,1,0,인문/사회
333,누구나 쉽게 할 수 있는 AUTO CAD 활용서,,이해진 저,YES24,2023-05-01,1,0,0,대학교재
334,내향형 영어의 비밀,,일간 소울영어 저 ,YES24,2023-04-30,1,0,0,자기관리
335,"나를 바라보는 나, 메타감정",,정수인 저,YES24,2023-04-30,1,1,0,인문/사회
336,내 머릿속 생각 끄기,,"체이스 힐,스콧 샤프 공저/송섬별 역 ",YES24,2023-04-28,1,1,0,자기관리
337,세상에서 제일 다정한 이야기,,신하영 저 ,YES24,2023-04-28,1,0,0,문학
341,그냥 좀 잘 지냈으면 하는 마음에,,윤글 저,YES24,2023-04-28,1,0,0,문학
342,나의 아프고 아름다운 코끼리,,바바라 포어자머 저/박은결 역,YES24,2023-04-28,2,1,0,문학
343,기적의 집밥책,,김해진 저,YES24,2023-04-28,1,0,0,가정과생활
689,그냥 좀 잘 지냈으면 하는 마음에,"""아픈 마음을 이끌고 하루하루를 살아 내고 있는 당신이이제는 정말 그냥 좀 잘 지냈으면 하는 마음에.""인스타그램에서 매일 6만 명의 독자에게 따뜻한 위로를 전하는윤글 작가의 신작 『그냥 좀 잘 지냈으면 하는 마음에』삶과 인간관계로부터...",윤글 저,딥앤와이드,2023-04-28,,,,
344,내가 사랑한 유럽의 도시,,이주희 저,YES24,2023-04-27,1,0,0,인문/사회
345,메리골드 마음 세탁소,,윤정은 저,YES24,2023-04-27,1,1,2,문학
346,껍데기는 가라!,,이창현 저,YES24,2023-04-27,1,0,0,자기관리
347,혁신에 대한 모든 것,,매트 리들리 저/이한음 역 ,YES24,2023-04-27,1,0,0,비즈니스와경제
348,나의 봄날인 너에게,,여수언니(정혜영) 저,YES24,2023-04-26,2,0,0,문학
349,경제지표를 읽는 시간,,빈센트(김두언) 저,YES24,2023-04-26,2,0,0,비즈니스와경제
350,파이어키퍼의 딸,,안젤린 불리 저/김소정 역,YES24,2023-04-26,1,0,0,문학
354,맡겨진 소녀,,클레어 키건 저/허진 역,YES24,2023-04-26,2,0,0,문학
355,44살 디지털 노마드,,이보라 저,YES24,2023-04-26,1,1,0,비즈니스와경제
356,악의 꽃,,샤를 보들레르 저/유혜림 역,YES24,2023-04-26,1,1,0,인문/사회
4851,맡겨진 소녀,"2022년 부커상 최종후보클레어 키건의 국내 초역 작품《타임스》 선정 ‘21세기 출간된 최고의 소설 50권’ 중 하나이자영화 「말없는 소녀」의 원작 소설문학의 나라 아일랜드, 그곳에서 현재 최고의 주목과 찬사를 받는 작가가 있다. 러...",클레어 키건 저/허진 역,다산책방,2023-04-26,,,,
357,예정된 미래,,이현훈 저 ,YES24,2023-04-25,1,0,0,비즈니스와경제
358,[단독] 괴롭힘은 어떻게 뇌를 망가뜨리는가,,제니퍼 프레이저 저/정지호 역/최연호 감수,YES24,2023-04-25,2,2,0,인문/사회
359,인생을 바꾼 8가지 전환점,,김대성 저,YES24,2023-04-25,1,1,0,자기관리
360,나와 너의 365일,,유이하 저/김지연 역,YES24,2023-04-25,1,0,0,문학
361,"출생지, 개미지옥",,모치즈키 료코 저/천감재 역,YES24,2023-04-25,1,1,0,문학
3017,나와 너의 365일,"유난히 벚꽃이 희던 새 학기 첫날, 열일곱 생일을 맞은 평범한 소년 소야는 특별반에서 일반반으로 내려온 옆자리 소녀 히나를 만나고 첫눈에 반한다. 하지만 히나와의 설레는 하루 끝에 소야를 기다리고 있던 건 집 앞 우편함 속 블랙 레터...",유이하 저/김지연 역,모모,2023-04-25,,,,
362,나르시시스트 관계 수업,,브렌다 스티븐스 저/이애리 역,YES24,2023-04-24,1,0,0,인문/사회
363,틈이 전부가 되어 버렸다.,,박종찬 저,YES24,2023-04-24,1,0,0,문학
367,[단독] 백종원의 장사 이야기,,백종원 저 ,YES24,2023-04-24,2,1,0,비즈니스와경제
368,치유의꽃,,정혜윤 저,YES24,2023-04-24,1,0,0,문학
369,66일 인문학 대화법,,김종원 저,YES24,2023-04-24,1,0,0,가정과생활
370,경영의 본질,,프레드문트 말릭 저/박여명 역 ,YES24,2023-04-24,1,0,0,비즈니스와경제
371,당신에게도 세 번의 대운은 반드시 찾아온다,,소림 저 ,YES24,2023-04-23,1,0,0,자기관리
372,[단독] 벌거벗은 한국사 : 권력편,,tvN STORY 〈벌거벗은 한국사〉 제작팀 저 ,YES24,2023-04-21,1,1,0,인문/사회
373,지옥 같은 경제위기에서 살아남기,,"김화백,캔들피그 공저 ",YES24,2023-04-21,1,0,0,비즈니스와경제
374,당신도 아는 이야기,,김강물 저,YES24,2023-04-21,1,0,0,문학
375,러시아 지정학 아틀라스,,델핀 파팽 저/권지현 역,YES24,2023-04-20,1,1,0,인문/사회
376,부의 추월차선 위대한 탈출,,엠제이 드마코 저 ,YES24,2023-04-20,1,0,0,비즈니스와경제
380,디베이터,,서보현 저/정혜윤 역,YES24,2023-04-20,5,0,0,인문/사회
381,새벽 2시의 코인 세탁소,,박현주 저,YES24,2023-04-20,5,1,0,문학
382,인사이트 리스닝,,김미혜 저,YES24,2023-04-20,1,0,0,인문/사회
383,챗GPT 거대한 전환,,"김수민,백선환 공저  ",YES24,2023-04-20,2,0,0,비즈니스와경제
384,리스타트,,이수진 저,YES24,2023-04-20,1,0,0,자기관리
385,감정 문해력 수업,,유승민 저,YES24,2023-04-20,1,1,2,인문/사회
7098,부의 추월차선 위대한 탈출,“엠제이의 육성이 살아 있는 지상 컨설팅 같은 책이다”추월차선 법칙의 개념 정립부터 실전 적용까지 완벽 가이드글로벌 베스트셀러 『부의 추월차선』이 아마존 금융 사업 분야 1위로 단숨에 도약함으로써 엠제이 드마코는 경제경영 분야의 아이...,엠제이 드마코 저 ,토트출판사,2023-04-20,,,,
386,베어마켓,,러셀 내피어 저/권성희 역 ,YES24,2023-04-19,2,1,0,비즈니스와경제
387,한자의 풍경,,이승훈 저,YES24,2023-04-19,2,0,0,인문/사회
388,홀로 남겨져,,미야베 미유키 저/박도영 역,YES24,2023-04-19,2,0,0,문학
389,내가 가진 것을 세상이 원하게 하라,,최인아 저,YES24,2023-04-19,2,1,0,자기관리
3030,내가 가진 것을 세상이 원하게 하라,"“세상도 어찌하지 못할 당신만의 세계를 가졌는가”일하는‘나’의 고민과 방황을 붙잡고자기 이름으로 일하는 사람이 지녀야 할 시선과 태도이직할 것인가, 전업할 것인가, 창업할 것인가… 시장 불확실성이 높아지고, 업의 변화 속도는 빠르고,...",최인아 저,해냄,2023-04-19,,,,
393,챗GPT 101,,최동녘 저,YES24,2023-04-18,1,0,0,비즈니스와경제
394,한 권으로 끝내는 고양이 이해하기,,장경미 저,YES24,2023-04-18,1,0,0,자기관리
395,이토록 굉장한 세계,,에드 용 저/양병찬 역,YES24,2023-04-18,1,0,0,자연과과학
396,1미터는 없어,,양지예 저,YES24,2023-04-17,5,0,0,문학
397,닥터 데스의 유산,,나카야마 시치리 저/문지원 역,YES24,2023-04-17,1,1,0,문학
398,잘 살고 싶은 마음이 어렵게 느껴질 때,,일홍 저,YES24,2023-04-17,1,1,0,문학
399,미셸 오바마 자기만의 빛,,미셸 오바마 저/이다희 역,YES24,2023-04-17,2,0,0,문학
400,내면소통,,김주환 저,YES24,2023-04-15,1,1,0,인문/사회
401,창업을 위한 사업계획서 작성 가이드,,"김상수,김형선,심종규,김지은,박근혜 저 ",YES24,2023-04-15,1,0,0,대학교재
561,내면소통,"“나와 세상을 바꾸는 힘은 불굴의 의지가 아니라 실패를 두려워하지 않는 마음근력에서 나온다.”『회복탄력성』김주환 교수가 최신 뇌과학과 명상으로 안내하는  모든 두려움으로부터 완전히 자유로워지는 법 ★ 최재천, 권오현, 채정호, 김봉진...",김주환 저,인플루엔셜,2023-04-15,,,,
402,2023 제14회 젊은작가상 수상작품집,,"이미상,김멜라,성혜령,이서수,정선임,함윤이,현호정 저",YES24,2023-04-14,5,3,0,문학
406,"동자동, 당신이 살 권리",,빈곤의 인류학 연구팀 저/조문영 편,YES24,2023-04-14,5,0,0,인문/사회
407,조선 미술관,,탁현규 저 ,YES24,2023-04-14,1,0,0,예술/대중문화
408,무엇이 개를 힘들게 하는가!,,권기진 저,YES24,2023-04-14,1,0,0,가정과생활
409,세도나 메서드,,헤일 도스킨 저/편기욱 역,YES24,2023-04-14,2,0,0,자기관리
410,퍼핏 쇼,,M. W. 크레이븐 저/김해온 역,YES24,2023-04-14,2,0,0,문학
411,[단독] 알래스카 한의원,,이소영 저,YES24,2023-04-14,2,0,0,문학
412,잉케의 신비로운 여행,,김화인 저,YES24,2023-04-13,1,0,0,장르문학
413,2023 이기적 컴퓨터활용능력 1급 필기 절대족보,,"서승완,영진정보연구소 공저",YES24,2023-04-13,1,1,1,컴퓨터와인터넷
414,2023 이기적 컴퓨터활용능력 2급 필기 절대족보,,영진정보연구소 저,YES24,2023-04-13,1,0,0,컴퓨터와인터넷
415,2023 이기적 정보처리기사 필기+실기 환상의 콤비,,"고소현,한진만 공저",YES24,2023-04-13,1,0,0,컴퓨터와인터넷
419,세계화의 종말과 새로운 시작,,마크 레빈슨 저/최준영 역 ,YES24,2023-04-12,1,0,0,비즈니스와경제
420,버거운 세상 속 부서진 나를 위한 책,,데비 텅 저/최세희 역,YES24,2023-04-12,1,1,2,문학
421,금융시장의 기술적 분석,,존 J. 머피 저/최용석 역/이용재 감수,YES24,2023-04-11,1,0,0,비즈니스와경제
422,전문가를 위한 C++ (개정5판),,마크 그레고리 저/남기혁 역,YES24,2023-04-10,1,0,0,컴퓨터와인터넷
423,합법적으로 세금 안 내는 110가지 방법 : 부동산편,,신방수 저 ,YES24,2023-04-10,1,0,0,비즈니스와경제
424,합법적으로 세금 안 내는 110가지 방법 : 기업편,,신방수 저 ,YES24,2023-04-10,1,0,0,비즈니스와경제
425,합법적으로 세금 안 내는 110가지 방법 : 개인편,,신방수 저 ,YES24,2023-04-10,1,0,0,비즈니스와경제
426,챗GPT와 업무자동화,,김철수 저,YES24,2023-04-10,1,1,0,컴퓨터와인터넷
427,챗GPT 바이블,,"정승익,강동희,이상혁,이종찬 저",YES24,2023-04-10,1,1,1,비즈니스와경제
428,자기해석학의 기원,,미셸 푸코 저/오트르망 역,YES24,2023-04-10,2,0,0,인문/사회
432,자연은 언제나 인간을 앞선다,,패트릭 아리 저/김주희 역,YES24,2023-04-10,1,0,0,자연과과학
433,더 크래시 The Crash,,한문도 저,YES24,2023-04-10,2,0,0,비즈니스와경제
3758,자기해석학의 기원,"1980년 다트머스대학에서의 두 강연푸코의 미공개 선집 시리즈 세 번째 출간이 책은 1980년에 푸코가 행한 두 차례 강연과 한 번의 공개 토론 그리고 한 차례의 인터뷰로 구성되어 있으며, 현대 주체의 계보를 중심으로 체계화된 푸코의...",미셸 푸코 저/오트르망 역,동녘,2023-04-10,,,,
4448,전문가를 위한 C++ (개정5판),"더 쉽게, 더 빠르게, 더 깔끔하게!프로그래머가 알아야 할 C++와 C++20의 모든 것 C++는 마스터하기 어렵기로 악명 높지만, 풍부한 기능 덕분에 게임이나 상용 소프트웨어 애플리케이션을 개발하는 대표 언어로 자리매김했다. 숙련된...",마크 그레고리 저/남기혁 역,한빛미디어,2023-04-10,,,,
434,유인원과의 산책,,사이 몽고메리 저/김홍옥 역,YES24,2023-04-07,1,0,0,인문/사회
435,우주에서 기다릴게,,이소연 저,YES24,2023-04-07,2,0,0,자연과과학
436,나의 하루는 오늘도 빛난다,,행복 부자 샤이니(김재영) 저 ,YES24,2023-04-07,1,0,0,자기관리
437,PRESCOTT 미생물학 (12판),,"Joanne Willey, Kathleen Sandman, Dorothy Wood, 이재영 감수 저",YES24,2023-04-07,1,0,0,자연과과학
438,웹 디자인 이론과 실습 (개정판) part2웹디자인실습편,,강은정 저,YES24,2023-04-07,1,0,0,컴퓨터와인터넷
439,[단독] 환영받지 못하는 기자들,,"이윤석,전다빈,강희연,어환희,하혜빈 공저",YES24,2023-04-06,1,0,0,인문/사회
440,2023 건설안전기사 필기 30일 합격완성,,김훈 저,YES24,2023-04-05,1,0,0,수험서/자격증
441,2023 기출이 답이다 세무사 1차 세법학개론 7개년 기출문제해설집,,"우용상,송지은 공편저",YES24,2023-04-05,1,0,0,수험서/자격증
445,어른의 감정 수업,,인현진 저,YES24,2023-04-05,1,1,0,인문/사회
446,우주전쟁,,허버트 조지 웰스 저/임종기 역,YES24,2023-04-05,1,1,1,문학
447,진짜 챗GPT 활용법,,"김준성,유원준,안상준 저",YES24,2023-04-05,1,0,0,컴퓨터와인터넷
448,"매일 5분, 감사일기로 마인드셋을 바꿔라",,강민정 저,YES24,2023-04-04,1,0,0,자기관리
449,요즘 사는 맛 2,,"고수리,김민철,김신지 등저",YES24,2023-04-04,2,0,0,문학
450,컴퓨터활용능력 2급 필기 한권으로 끝내기,,IT수험교재팀 저,YES24,2023-04-03,1,0,0,컴퓨터와인터넷
451,하우스메이드,,프리다 맥파든 저/김은영 역,YES24,2023-04-03,1,1,0,문학
452,챗GPT 사용설명서,,송준용 저,YES24,2023-04-03,1,1,0,비즈니스와경제
